,title,lyrics,time_public
10,干杯,干杯 - 五月天 (Mayday) 词：阿信 曲：阿信 编曲：阿信 会不会 有一天 时间真的能倒退 退回 你的我的 回不去的 悠悠的岁月 也许会 有一天 世界真的有终点 也要和你举起回忆酿的甜 和你再干一杯 如果说 要我选出 代表青春 那个画面 浮现了 那滴眼泪 那片蓝天 那年毕业 那一张 边哭边笑 还要拥抱 是你的脸 想起来 可爱可怜 可歌可泣 可是多怀念 怀念总是 突然怀念 不谈条件 当回忆 冲破考卷 冲出岁月 在我眼前 我和你 留着汗水 喝着汽水 在操场边 说好了 无论如何 一起走到 未来的世界 现在就是 那个未来 那个世界 为什么 你的身边 我的身边 不是同一边 友情曾像 诺亚方舟 坚强誓言 只是我 望着海面 等着永远 模糊了视线 会不会 有一天 时间真的能倒退 退回 你的我的 回不去的 悠悠的岁月 也许会 有一天 世界真的有终点 也要和你举起回忆酿的甜 和你再干一杯 这些年 买了四轮 买了手表 买了单眼 却发现 追不到的 停不了的 还是那些 人生是 只有认命 只能宿命 只好宿醉 只剩下 高的笑点 低的哭点 却没成熟点 成熟就是 幻想幻灭 一场磨炼 为什么 只有梦想 越磨越小 小到不见 有时候 好想流泪 好想流泪 却没眼泪 期待会 你会不会 他会不会 开个同学会 他在等你 你在等我 我在等谁 又是谁 孩子没睡 电话没电 心情没准备 天空不断 黑了又亮 亮了又黑 那光阴 沧海桑田 远走高飞 再没力气追 会不会 有一天 时间真的能倒退 退回 你的我的 回不去的 悠悠的岁月 也许会 有一天 世界真的有终点 也要和你举起回忆酿的甜 和你再干一杯 会不会 有一天 时间真的能倒退 退回 你的我的 回不去的 悠悠的岁月 也许会 有一天 世界真的有终点 也要和你举起回忆酿的甜 和你再干一杯 终究会 有一天 我们都变成昨天 是你 陪我走过 一生一回 匆匆的人间 有一天 就是今天 今天就是有一天 说出一直没说 对你的感谢 和你再干一杯 再干一杯永远 喝了就能万岁 岁岁和年年 时间都停了 他们都回来了 怀念的人啊 等你的来到 时间都停了 他们都回来了 怀念的人啊 等你的来到,2011-12-16
11,如果我们不曾相遇,如果我们不曾相遇 - 五月天 (Mayday) 词：阿信 曲：阿信 编曲：五月天/陶山 如果我们不曾相遇 我会是在哪里 如果我们从不曾相识 不存在这首歌曲 每秒都活着 每秒都死去 每秒都问着自己 谁不曾找寻 谁不曾怀疑 茫茫人生奔向何地 那一天 那一刻 那个场景 你出现在我生命 从此后 从人生 重新定义 从我故事里苏醒 如果我们不曾相遇 你又会在哪里 如果我们从不曾相识 人间又如何运行 晒伤的脱皮 意外的雪景 与你相依的四季 苍狗又白云 身旁有了你 匆匆轮回又有何惧 那一天 那一刻 那个场景 你出现在我生命 每一分 每一秒 每个表情 故事都充满惊奇 偶然与巧合 舞动了蝶翼 谁的心头风起 前仆而后继 万千人追寻 荒漠唯一菩提 是擦身相遇 或擦肩而去 命运犹如险棋 无数时间线 无尽可能性 终于交织向你 那一天 那一刻 那个场景 你出现在我生命 未知的 未来里 未定机率 然而此刻拥有你 某一天 某一刻 某次呼吸 我们终将再分离 而我的 自传里 曾经有你 没有遗憾的诗句 诗句里 充满感激 如果我们不曾相遇 我会是在哪里 如果我们从不曾相识 不存在这首歌曲,2016-07-21
12,好好 (想把你写成一首歌),好好 (想把你写成一首歌) - 五月天 (Mayday) 词：阿信 曲：阿信/冠佑 编曲：五月天 想把你写成一首歌 想养一只猫 想要回到每个场景 拨慢每只表 我们在小孩和大人的转角 盖一座城堡 我们好好好到疯掉 像找回失散多年双胞 生命再长不过 烟火落下了眼角 世界再大不过 你我凝视的微笑 在所有流逝风景与人群中 你对我最好 一切好好是否太好 没有人知道 你和我背着空空的书包 逃出名为日常的监牢 忘了要长大 忘了要变老 忘了时间有脚 最安静的时刻 回忆总是最喧嚣 最喧嚣的狂欢 寂寞包围着孤岛 还以为驯服想念能陪伴我 像一只家猫 它就窝在沙发一角 却不肯睡着 你和我曾有满满的羽毛 跳着名为青春的舞蹈 不知道未来 不知道烦恼 不知那些日子 会是那么少 时间的电影结局才知道 原来大人已没有童谣 最后的叮咛 最后的拥抱 我们红着眼笑 我们都要把自己照顾好 好到遗憾无法打扰 好好的生活 好好的变老 好好假装我 已经把你忘掉,2016-07-21
13,私奔到月球,私奔到月球 - 五月天 (Mayday)/陈绮贞 (Cheer Chen) 词：阿信 曲：阿信 男：其实你是个心狠又手辣的小偷 我的心我的呼吸和名字都偷走 女：你才是绑架我的凶手 机车后座的我吹着风 逃离了平庸 男：这星球天天有五十亿人在错过 多幸运有你一起看星星在争宠 女：这一刻不再问为什么 合：不再去猜测人和人心和心 有什么不同 一二三牵着手四五六抬起头 七八九我们私奔到月球 让双脚去腾空让我们去感受 那无忧的真空那月色纯真的感动 男：当你说太聪明往往还是会寂寞 我笑着倾听孤单终结后的静默 女：看月亮像夜空的瞳孔 静静凝视你我和我们闹嚷的星球 男：靠近你怎么突然两个人都词穷 让心跳像是野火燎原般的汹涌 女：这一刻让命运也沉默 合：让脚尖划过天和天地和地 缘分的宇宙 一二三牵着手四五六抬起头 七八九我们私奔到月球 让双脚去腾空让我们去感受 那无忧的真空那月色纯真的感动 一二三牵着手四五六抬起头 七八九我们私奔到月球 让双脚去腾空让我们去感受 那无忧的真空那月色纯真的感动 男：一二三牵着手四五六抬起头 合：七八九我们私奔到月球 让双脚去腾空让我们去感受 那无忧的真空那月色纯真的感动,2007-07-20
14,伤心的人别听慢歌（贯彻快乐),伤心的人别听慢歌（贯彻快乐) - 五月天 (Mayday) 词：阿信 曲：阿信 编曲：五月天 你哭的太累了 你伤的太深了 你爱的 太傻了 你哭的就像 是末日要来了 oh oh 所以你听慢歌 很慢很慢的歌 听得 心如刀割 是不是应该 换一种节奏了 oh oh 不要再问 谁是对的 谁是错的 谁是谁非 谁又亏欠谁了 反正错了 反正输了 反正自己 陪自己快乐 我不管 你是谁的 谁是你的 我是我的 让心跳 动次 动次 动次 动次 感觉活着 我不管 站着坐着 躺着趴着 都要快乐 让音乐 动次 动次 动次 动次 快要聋了 不管了 不想了 不等了 不要不快乐 伤心的人 别听慢歌 人生分分合合 爱情拉拉扯扯 一路 曲曲折折 我还是期待 明日的新景色 oh oh 愤青都释怀了 光棍都恋爱了 悲剧 都圆满了 每一段争执 都飞出和平鸽 oh oh 不要再问 谁是对的 谁是错的 谁是谁非 谁又亏欠谁了 反正错了 反正输了 反正自己 陪自己快乐 我不管 你是谁的 谁是你的 我是我的 让心跳 动次 动次 动次 动次 感觉活着 我不管 站着坐着 躺着趴着 都要快乐 让音乐 动次 动次 动次 动次 快要聋了 不管了 不想了 不等了 不要不快乐 伤心的人 别听慢歌 我不管 你是谁的 谁是你的 我是我的 让心跳 动次 动次 动次 动次 感觉活着 我不管 站着坐着 躺着趴着 都要快乐 让音乐 动次 动次 动次 动次 快要聋了 不管了 不想了 不等了 此时和此刻 不得不去 贯彻快乐 不管了 不想了 不等了 不要不快乐 伤心的人 别听慢歌,2013-12-30
15,离开地球表面,离开地球表面 - 五月天 (Mayday) 词：阿信 曲：阿信 丢掉手表 丢外套 丢掉背包 再丢唠叨 丢掉电视 丢电脑 丢掉大脑 再丢烦恼 冲啥大 冲啥小 冲啥都有人唱反调 恨得多 爱得少 只想越跳越疯 越跳越高 把地球甩掉 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 丢掉手表 丢外套 丢掉背包 再丢唠叨 丢掉电视 丢电脑 丢掉大脑 再丢烦恼 野心大 胆子小 跳舞还要靠别人教 恨得多 爱得少 只想越跳越疯 越跳越高 把地球甩掉 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 我甩掉地球 地球甩掉 只要越跳 越高 Come on 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 我甩掉地球 地球甩掉 只要越跳 越高 Come on Jump jump jump jump Jump jump jump jump,2007-07-20
16,温柔 #MaydayBlue20th,温柔 #MaydayBlue20th - 五月天 (Mayday)/孙燕姿 词：阿信 曲：阿信 制作：五月天 编曲/演奏：赖暐哲/五月天 编曲协力：JerryC 弦乐编写：赖暐哲/蔡曜宇 弦乐监制：杨敏奇 弦乐：曜爆甘音乐工作室 第一小提琴：蔡曜宇/陈奕勇 第二小提琴：朱奕宁/黄瑾诤 中提琴：甘威鹏/牟启东 大提琴：刘涵 (隐分子) /叶欲新 弦乐录音：杨敏奇 @玉成戏院录音室 弦乐 Protools 工程师：徐振程 弦乐录音助理：徐振程 和音：李雅微/詹宏业 混音：黄士杰 @大鸡腿录音室 母带后期：陈陆泰 制作执行：江昆余/詹宏业 走在风中 今天阳光 突然好温柔 天的温柔 地的温柔 像你抱着我 然后发现 你的改变 孤单的今后 如果冷 该怎么度过 天边风光 身边的我 都不在你眼中 你的眼中 藏着什么 我从来都不懂 没有关系 你的世界 就让你拥有 不打扰 是我的温柔 不知道 不明了 不想要 为什么 我的心 明明是想靠近 却孤单到黎明 不知道 不明了 不想要 为什么 我的心 那爱情的绮丽 总是在孤单里 再把我的最好的爱给你 不知不觉 不情不愿 又到巷子口 我没有哭 也没有笑 因为这是梦 没有预兆 没有理由 你真的有说过 如果有 就让你自由 不知道 不明了 不想要 为什么 我的心 明明是想靠近 却孤单到黎明 不知道 不明了 不想要 为什么 我的心 那爱情的绮丽 总是在孤单里 再把我的最好的爱给你 不知不觉 不情不愿 又到巷子口 我没有哭 也没有笑 因为这是梦 没有预兆 没有理由 你真的有说过 如果有 就让你自由 自由 这是我的温柔 这是我的温柔 这是我的温柔 这是我的 这是我的温柔 让你自由,2020-01-01
17,恋爱ing,恋爱ing - 五月天 (Mayday) 词：阿信 曲：阿信 陪你熬夜 聊天到爆肝也没关系 陪你逛街 逛成扁平足也没关系 超感谢你 让我重生 整个 o r z 让我重新认识 l o v e L o v e l o v e 恋爱 i n g happy i n g 心情就像是 坐上一台喷射机 恋爱 i n g 改变 i n g 改变了黄昏 黎明 有你 都心跳到不行 你是空气 但是好闻胜过了空气 你是阳光 但是却能照进半夜里 水能载舟 也能煮粥 喂饱了生命 你就是维他命 l o v e L o v e l o v e 恋爱 i n g happy i n g 心情就像是 坐上一台喷射机 恋爱 i n g 改变 i n g 改变了黄昏 黎明 有你 都心跳到不行 未来某年某月某日某时某分某秒 某人某地某种永远的心情 不会忘记此刻 l o v e L o v e l o v e L o v e l o v e 恋爱 i n ghappy i n g 心情就像是 坐上一台喷射机 恋爱 i n g 改变 i n g 改变了黄昏 黎明 有你 都心跳到不行 黄昏 黎明 整个都恋爱 i n g,2005-08-26
18,为你写下这首情歌,为你写下这首情歌 - 五月天 词：五月天 阿信 曲：五月天 阿信 编曲 Music Arrangement：温奕哲 Phil Wen/五月天 Mayday/赖暐哲 Steven Lai (跳蛋工厂 EGGO Music Production) 制作人 Producer：五月天 Mayday 编曲协力：于京延 Agwen Yu/卢钧右Neon Lu/江镇宇 Chen Yu Chiang/钟承洋 Cheng Yang Chung 和声编写 Backing Vocal Arrangement：可乐凯 Cola Kai 和声 Backing Vocal：黄士杰 Jay Huang/詹宏业 Ryan Chan 混音师 Mixing Engineer：黄士杰 Jay Huang @ Mayday Studio 执行制作 Production Assistant：詹宏业 Ryan Chan /江昆余 Ken Chiang 母带后期处理工程师Mastering Engineer：陈陆泰 (A-Tai) LuTai Chen (A-Tai) 母带后期处理录音室Mastering Studio：原艾母带工程录音室Mugwort Mastering 弦乐 Strings：曜爆甘音乐工作室 Just Busy Music Studio 第一小提琴 First Violin：骆思云 Ssu-Yun Lo/陈奕勇 Yi-Yung Chen/朱奕宁 Yi-Ning Ju/沈羿彣 Yi-Wen Shen 第二小提琴 Second Violin：黄雨柔 Nala Huang/黄瑾诤 Chin-Cheng Huang/苏钰淇 Rich Su/林崇伦 Bug Lin 中提琴 Viola：甘威鹏 Weapon Gan/潘自琦 Tzu-Chi Pan/牟启东 Wayne Mau 大提琴 Cello：叶欲新 Shin Yeh/万兆九 Joe Wan 弦乐录音师 Strings Recording Engineer：林尚伯 Lin Shang-Po 弦乐录音室Strings Recording Studio：强力录音室 Mega Force Studios -「8ID Studio」- 制作公司：8id Studio 高雄场： 导演：魏奕旻/张天城 副导演：李宜桦 制片：刘任修 执行制片：杜德修 生活制片：严宇如 制片助理：张容欣/陈嬑苇 制片场务：郭宗哲/范子荠/高铭均/唐伟城/吴芳源 摄影师：庄竣玮/陈翔科/洪建凯 摄影大助：陈柏言 摄影二助：蔡亚玲/戴育祺/吴政勋/傅㨗 摄影车司机：杨崇冈 平面摄影师：周浩咏 空拍师：叶凭鑫 空拍助理：赖亮钧 塔台助理：简世澔 摇臂：朱华阳 摇臂助理：黄焕文 灯光师：林宏洋 灯光大助：郑智远 灯光二助：吴思贤/叶丞远/林建志/林盈宏/赵军贤 灯车司机：林玮晟/黄荣隆 电工：何政达 舞台灯光：必应创造/施皓哲/郑峰明/沈秉泽 美术：陈亦竺 执行美术：翁韵婷 美术场务：邱宥翔/陈重佑/许志峯/林韦廷/陈崇瑜 道具车司机：陈达伟/陈佳纬 木工：阿荣片厂 九巴：朱炫翰/杨竣超/方奕胜 保险：陈妤蓁 后期：8id Studio 摄影器材：真正有影/镜头银行 灯光器材：六福/仙人掌 -「Bin Music」- 经纪统筹：洪慧真(小肉包) 经纪人：叶佩姗(Joe)/薛秋邦/郑雅瀞 企划：周靆弟/于世青/杨耀程 项目经理：刘蓁蓁 发型：O/ Studio：李宗谚(Gary) 化妆：杜佳蓉(小画佳工作室) 造型：曹伟康 造型助理：陈爰绮 平面：周浩咏 宣传统筹：叶宗汶 平面宣传：李金霓 电视宣传：傅绍宇 数位音乐项目经理：吴明基 社群品牌经营暨网络宣传：欧靖筠 数据分析营销：王翊安 项目企划：陈庭安 亚洲事业部总监：罗婉菁 相信音乐文化传媒(北京)有限公司 副总经理：李宜勋 新媒体部：李艷斓/吕岱峰/王骞/曹健 宣传部：柴鑫垚/陈薇/李哲慧 相信音乐文化传播(上海)有限公司 副总经理：罗辉映 特别感谢：承亿酒店 TAI Urban Resort/台北市电影委员会 【未经著作权人许可 不得翻唱翻录或使用】 如果你 忘了我 就让风 代替我 为你写下这首情歌 陪着你走 当白云变苍狗 回望故事 多不多 细数收获 够不够 曾追求的梦 还梦不梦 当命运的路口 带你缓缓走向我 让我深深的爱过 才终于学会 即使笨拙 也要执着 如果你 记得我 你和我 曾走过 走过拥有你的此生 别无所求 如果你 忘了我 就让风 代替我 为你写下这首情歌 陪着你走 如天地与蜉蝣 如此渺小的你我 人间无常的变奏 只想每一刻 给你温柔 又是什么因果 前世千次的错过 换来一刻的回眸 终于让此生 曾经有你 患难与共 如果你 记得我 你和我 曾走过 走过拥有你的此生 别无所求 如果你 忘了我 就让风 代替我 为你写下这首情歌 陪着你走 如果你 记得我 你和我 曾走过 走过拥有你的此生 别无所求 如果你 忘了我 就让风 代替我 为你写下这首情歌 陪着你走 陪你走过朝霞星空 天长地久 陪着你走,2022-12-14
19,盛夏光年,盛夏光年 - 五月天 (Mayday) 词：阿信 曲：阿信 编曲：五月天 我骄傲的破坏 我痛恨的平凡 才想起那些是我最爱 让盛夏去贪玩 把残酷的未来 狂放到光年外 而现在 放弃规则 放纵去爱 放肆自己 放空未来 我不转弯 我不转弯 我不转弯 我不转弯 让定律更简单 让秩序更混乱 这样的青春我才喜欢 让盛夏去贪玩 把残酷的未来 狂放到光年外 而现在 放弃规则 放纵去爱 放肆自己 放空未来 我不转弯 我不转弯 我不转弯 我不转弯 我要 我疯 我要 我爱 就是 我要 我疯 我要 我爱 现在 一万首的mp3 一万次疯狂的爱 灭不了一个渺小的孤单 我要 我疯 我要 我爱 就是 我要 我疯 我要 我爱 现在 盛夏的一场狂欢 来到了光年之外 长大难道是人必经的溃烂 放弃规则 放纵去爱 放肆自己 放空未来 我不转弯 我不转弯 我不转弯 我不转弯,2013-12-30
20,刻在我心底的名字,刻在我心底的名字 - 五月天 (Mayday) 词：许媛婷/佳旺/陈文华 曲：许媛婷/佳旺/陈文华 编曲/演奏：于京延/五月天 和声编写：可乐 Cola Kai 和声演唱：黄士杰/詹宏业 弦乐监制：于京延 弦乐：曜爆甘音乐工作室 第一小提琴：蔡曜宇/沈羿彣/朱奕宁 第二小提琴：黄雨柔/骆思云/曲静家 中提琴：甘威鹏/潘自琦 大提琴：刘涵 (隐分子)/叶欲新 单簧管：罗达钧 双簧管：聂羽萱 录音：于京延 助理录音师：朱品豪 录音室：玉成戏院录音室 Oublie-le 好几次我告诉我自己 越想努力赶上光的影 越无法抽离 而已 Je t'aimais 刻骨铭心只有我自己 好不容易交出真心的勇气 你沉默的回应 是善意 刻在我心底的名字 忘记了时间这回事 于是谎言说了一次就一辈子 曾顽固跟世界对峙 觉得连呼吸都是奢侈 如果有下次 我会再爱一次 刻在我心底的名字 你藏在尘封的位置 要不是这样我怎么过一辈子 我住在霓虹的城市 握着飞向天堂的地址 你可以翱翔 可是我只能停滞 寻找你 茫茫人海却又想起你 好不容易离开思念的轨迹 回忆将我连系 到过去 刻在我心底的名字 忘记了时间这回事 既然决定爱上一次就一辈子 希望让这世界静止 想念才不会变得奢侈 如果有下次 我会再爱一次 刻在我心底的名字 你藏在尘封的位置 要不是这样我怎么过一辈子 我住在想你的城市 握着飞向天空的钥匙 你继续翱翔 还有我为你坚持 刻在我心底的名字 忘记了时间这回事 既然决定爱上一次就一辈子 希望让这世界静止 想念才不会变得奢侈 如果有下次 我会再爱一次,2021-08-20
21,仓颉,仓颉 - 五月天 词：阿信 曲：石头 编曲：五月天/可乐 Cola Kai 钢琴：可乐 Cola Kai/怪兽 弦乐编写：李琪/可乐 Cola Kai 弦乐演奏：李琪北京室内乐团 和声演唱：士杰/可乐 Cola Kai 一颗葡萄有多甜美 用尽了所有的 图腾和语言 描写 想一个人有多想念 那又是文字失效瞬间 结一个纪念的绳结 记录你离去后 万语和千言 瓦解 升起了慌张的狼烟 我遗落在最孤独史前 的荒野 多遥远 多纠结 多想念 多无法描写 疼痛 和疯癫 你都看不见 想穿越 想飞天 想变成 造字的仓颉 写出 能让你快回来 的诗篇 一只蝴蝶有多鲜艳 能不能飞越过 猜忌和冷漠 世界 给你的简讯和留言 说不清万分之一追悔 当星宿都沉没山岳 只盼你会抬头 看我寄托的 弯月 当一个文明即将熄灭 有什么证明你我存在 的岁月 多遥远 多纠结 多想念 多无法描写 疼痛 和疯癫 你都看不见 想穿越 想飞天 想变成 造字的仓颉 创造 能让你想起我 的字眼 多遥远 多纠结 多想念 多无法描写 疼痛 和疯癫 你都看不见 想穿越 想飞天 想变成 造字的仓颉 写出 能让你快回来 的诗 需要你 需要你 需要你 想逆转时间 回到 最开始 有你的世界 想穿越 想飞天 想变成 造字的仓颉 写出 让宇宙能重来 的诗篇 天雨粟 鬼夜哭 思念漫太古,2011-12-16
22,知足 (乐团版),知足 - 五月天 (Mayday) 词：阿信 曲：阿信 编曲：五月天 怎么去拥有一道彩虹 怎么去拥抱一夏天的风 天上的星星笑地上的人 总是不能懂不能觉得足够 如果我爱上你的笑容 要怎么收藏要怎么拥有 如果你快乐不是为我 会不会放手其实才是拥有 当一阵风吹来风筝飞上天空 为了你而祈祷而祝福而感动 终于你身影消失在人海尽头 才发现笑着哭最痛 那年你和我那个山丘 那样的唱着那一年的歌 那样的回忆那么足够 足够我天天都品尝着寂寞 当一阵风吹来风筝飞上天空 为了你而祈祷而祝福而感动 终于你身影消失在人海尽头 才发现笑着哭最痛 当一阵风吹来风筝飞上天空 为了你而祈祷而祝福而感动 终于你身影消失在人海尽头 才发现笑着哭最痛 wo 如果我爱上你的笑容 要怎么收藏要怎么拥有 如果你快乐再不是为我 会不会放手其实才是拥有 知足的快乐叫我忍受心痛 知足的快乐叫我忍受心痛,2013-12-30
23,黑暗骑士 (feat. 五月天),黑暗骑士(feat. 五月天) - 林俊杰 (JJ Lin)/五月天 (Mayday) 词：阿信 曲：林俊杰 编曲：林俊杰/五月天 制作人：林俊杰 黑暗里谁还不睡 黑色的心情和斗篷假面 黑夜的黑不是最黑 而在于贪婪找不到底线 脚下是卑微的街 我孤独站在城市天际线 别问我恶类或善类 我只是渴望飞的哺乳类 善恶的分界 不是对立面 而是每个人 那最后纯洁的防线 都逃不过考验 有没有一种考验 有没有一次淬炼 拯救了世界就像 英雄 电影 情节 有没有一种信念 有没有一句誓言 呼唤黎明的出现 Yeah yeah yeah yeah 呼唤黎明的出现 Yeah yeah yeah yeah 呼唤黎明的出现 为什么抓光了贼 多年来更没目击过抢匪 而贫穷还是像潮水 淹没了人们生存的尊严 文明最巅峰某天 人们和蝙蝠却住回洞穴 那罪行再也看不见 都躲在法律和交易后面 善恶的分界 不怕难分辨 只怕每个人 都关上双耳和双眼 都害怕去改变 有没有一种改变 有没有一次壮烈 结局的完美就像 英雄 电影 情节 有没有一种信念 有没有一句誓言 呼唤黎明的出现 Yeah yeah yeah yeah 呼唤黎明的出现 Yeah yeah yeah yeah 呼唤黎明的出现 呼唤黎明的出现 越来越毒的雨水 越来越多的灾变 越来越远的从前 英雄 电影 情节 律师和小丑勾结 民代和财团签约 善良和罪恶妥协 越来越大的企业 越来越小的公园 越来越深的幻灭 英雄 电影 情节 面具下的人是谁 或者说不管是谁 都无法全身而退 Yeah yeah yeah yeah 都无法全身而退 Yeah yeah yeah yeah 都无法全身而退 当我们都走上街 当我们怀抱信念 当我们亲身扮演 英雄 电影 情节 你就是一种信念 你就是一句誓言 世界正等你出现 Yeah yeah yeah yeah 世界正等你出现 Yeah yeah yeah yeah Oh yeah yeah,2013-03-13
24,星空,星空 - 五月天 (Mayday) 词：阿信 曲：石头 编曲：五月天 监制：五月天 摸不到的颜色 是否叫彩虹 看不到的拥抱 是否叫做微风 一个人 想着一个人 是否就叫寂寞 命运偷走如果 只留下结果 时间偷走初衷 只留下了苦衷 你来过 然后你走后 只留下星空 那一年我们望着星空 有那么多的 灿烂的梦 以为快乐会永久 像不变星空 陪着我 猎户 天狼 织女 光年外沉默 回忆 青春 梦想 何时偷偷陨落 我爱过 然后我沉默 人海里漂流 那一年我们望着星空 未来的未来 从没想过 当故事失去美梦 美梦失去线索 而我们失去联络 这一片无言无语星空 为什么静静 看我泪流 如果你在的时候 会不会伸手 拥抱我 细数繁星闪烁 细数此生奔波 原来 所有 所得 所获 不如一夜的星空 空气中的温柔 回忆你的笑容 仿佛只要伸手 就能触摸 摸不到的颜色 是否叫彩虹 看不到的拥抱 是否叫做微风 一个人 习惯一个人 这一刻独自望着星空 从前的从前 从没变过 寂寞可以是忍受 也可以是享受 享受仅有的拥有 那一年我们望着星空 有那么多的 灿烂的梦 至少回忆会永久 像不变星空 陪着我 最后只剩下星空 像不变回忆 陪着我,2011-12-16
25,派对动物,派对动物 - 五月天 (Mayday) 词：阿信 曲：阿信 Let&apos;s go party party all night oh oh Hey lonely lonely goodbye oh oh 我们都有觉悟 要疯狂到日出 我们 天生 就是 我很严肃 这不能耽误 这不能让步 那现实中 已经有太多让步 Hey 派对动物 别找退路 不会跳舞 就不要跳舞 摇摆也幸福 就闭着眼 以空气吉他飙速 Hey 派对动物 不要认输 你不孤独 朋友满屋 疯狂胡闹 疯狂庆祝 Let&apos;s go party party all night oh oh And many many good times oh oh 不愿被当宠物 宁愿变成怪物 噢噢 oh oh 入不敷出 水电和房租 成绩和任务 这泡沫般 人生是那么辛苦 Hey 派对动物 是否麻木 你忘了笑 还忘了能哭 本性被驯服 花两亿年 进化却没有进步 Hey 派对动物 无论你是 猫咪老虎 麻雀蝙蝠 都要骄傲 都要大步 Let&apos;s go party party all night oh oh And many many good times  oh oh 不愿被当宠物 宁愿变成怪物 噢噢 oh oh Let&apos;s go party party all night oh oh Hey lonely lonely goodbye oh oh 我们都有觉悟 要疯狂到日出 我们 天生 就是 派对动物 Let&apos;s go party party all night oh oh And many many good times oh oh 人生难得糊涂 偶尔脱轨演出 噢噢 oh oh Let&apos;s go party party all night oh oh Hey lonely lonely goodbye oh oh 我们都有觉悟 要疯狂到日出 我们 天生 就是 派对动物,2016-07-21
26,玫瑰少年 (Live),玫瑰少年（合唱版|Live） - 蔡依林 (Jolin Tsai)/五月天 (Mayday) 词：阿信/蔡依林 曲：剃刀蒋/蔡依林 谁把谁的灵魂 装进谁的身体 谁把谁的身体 变成囹圄囚禁自己 乱世总是最 不缺耳语 哪种美丽会 换来妒忌 你并没有罪 有罪是这世界 生而为人无罪 你不需要抱歉 One day I will be you baby boy and you gon'be me 喧哗如果不停 让我陪你安静 I wish I could hug you till you're really really being free 哪朵玫瑰没有荆棘 最好的 报复是 美丽 最美的 盛开是 反击 别让谁去 改变了你 你是你 或是妳 都行 会有人 全心的 爱你 试着想像 you switched to his body Sexuality 当心什么会伤你 多少次的重伤 多少次的冷语 Drowning 谁会拉你 Dreaming 谁会陪你 Same s**t happens every day 你离开后 世界可改变 多少无知罪愆 事过不境迁 永志不忘记念 往事不如烟 生而为人无罪 你不需要抱歉 One day I will be you baby boy and you gon'be me 喧哗如果不停 让我陪你安静 I wish I could hug you till you're really really being free 哪朵玫瑰没有荆棘 最好的 报复是 美丽 最美的 盛开是 反击 别让谁去 改变了你 你是你 或是妳 都行 会有人 全心的 爱你 玫瑰少年 在我心里 玫瑰少年 在我心里 玫瑰少年 在我心里 绽放着 鲜艳的 传奇 我们都 从来没 忘记 你的控诉 没有声音 却倾诉 更多的 真理 却唤醒 无数的 真心 哪朵玫瑰没有荆棘 最好的 报复是 美丽 最美的 盛开是 反击 别让谁去 改变了你 你是你 或是妳 都行 会有人 全心的 爱你 玫瑰少年 在我心里,
27,拥抱,拥抱 - 五月天 (Mayday) 词：阿信 曲：阿信 脱下长日的假面 奔向梦幻的疆界 南瓜马车的午夜 换上童话的玻璃鞋 让我享受这感觉 我是孤傲的蔷薇 让我品尝这滋味 纷乱世界的不了解 昨天太近 明天太远 默默聆听那黑夜 晚风吻尽 荷花叶 任我醉倒在池边 等你清楚看见我的美 月光晒干眼泪 哪一个人 爱我 将我的手 紧握 抱紧我 吻我喔爱 别走 隐藏自己的疲倦 表达自己的狼狈 放纵自己的狂野 找寻自己的明天 向你要求的誓言 就算是你的谎言 我需要爱的慰藉 就算那爱已如潮水 昨天太近 明天太远 默默聆听那黑夜 晚风吻尽 荷花叶 任我醉倒在池边 等你清楚看见我的美 月光晒干眼泪 哪一个人 爱我 将我的手 紧握 抱紧我 吻我喔爱 别走 哪一个人 爱我 将我的手 紧握 抱紧我 吻我喔爱 别走 抱紧我 吻我喔爱 别走 抱紧我 吻我喔爱,1999-07-07
